nflId,height,weight,birthDate,collegeName,Position,displayName
35731,10-May,242,2/17/86,Baylor,LS,Jonathan Weeks
38600,3-Jun,205,10/6/88,California,P,Bryan Anger
38688,5-Jun,288,9/7/88,Penn State,DT,Jack Crawford
41341,4-Jun,322,12/27/91,Penn State,NT,DaQuan Jones
42513,Jun-00,195,5/3/93,Towson,CB,Tye Smith
43075,2-Jun,228,4/11/92,West Georgia,ILB,Tyrell Adams
44869,3-Jun,238,12/2/94,Vanderbilt,ILB,Zach Cunningham
46841,5-Jun,290,11/9/95,UCLA,DT,Matt Dickerson
47802,4-Jun,300,7/28/97,Mississippi State,DT,Jeffery Simmons
52469,Jun-00,200,9/3/98,Louisiana State,CB,Kristian Fulton
33338,2-Jun,214,2/17/86,Toledo,P,Brett Kern
35330,1-Jun,243,7/6/85,Western Washington,LS,Matt Overton
42486,2-Jun,243,3/24/92,Southern Illinois,TE,MyCole Pruitt
42589,4-Jun,260,9/16/93,Texas,TE,Geoff Swaim
46172,11-May,180,1/14/97,Texas Tech,WR,Keke Coutee
46339,10-May,186,5/2/94,Southern California,WR,Steven Mitchell
48207,Jun-00,233,7/1/96,Vanderbilt,FB,Khari Blasingame
48257,10-May,192,10/10/96,Clemson,CB,Mark Fields
35472,5-Jun,325,6/6/88,Indiana,G,Rodger Saffold
38683,8-Jun,321,1/16/90,Purdue,T,Dennis Kelly
40124,5-Jun,310,8/24/90,San Jose State,G,David Quessenberry
42457,4-Jun,308,2/28/92,Arizona State,G,Jamil Douglas
44955,3-Jun,297,12/5/93,Clemson,DE,Carlos Watkins
46227,3-Jun,290,12/30/95,Virginia,NT,Andrew Brown
46778,11-May,202,12/15/95,Mississippi,FS,A.J. Moore
47837,2-Jun,213,11/4/95,Kentucky,CB,Lonnie Johnson
47865,3-Jun,316,9/23/96,North Carolina-Charlotte,G,Nate Davis
47944,5-Jun,280,8/20/97,Texas,DE,Charles Omenihu
52448,4-Jun,305,7/9/98,Texas Christian,DT,Ross Blacklock
52968,4-Jun,320,10/16/96,West Georgia,DT,Auzoyah Alufohai
39907,7-Jun,270,4/22/86,California-Irvine,TE,Darren Fells
41422,5-Jun,321,9/23/91,Tennessee,G,Zach Fulton
42954,4-Jun,310,4/23/92,Toledo,C,Greg Mancz
43846,Jun-00,183,1/29/94,UCLA,K,Ka'imi Fairbairn
44973,6-Jun,306,11/28/95,Florida State,T,Roderick Johnson
46167,4-Jun,243,4/19/92,Central Florida,TE,Jordan Akins
47838,6-Jun,325,8/10/96,Northern Illinois,T,Max Scharping
48450,6-Jun,300,9/10/95,Wisconsin,C,Beau Benzschawel
52534,8-Jun,315,11/20/96,North Carolina,T,Charlie Heck
52582,3-Jun,291,4/24/97,North Carolina State,DT,Larrell Murchison
44975,9-May,205,12/26/95,Boise State,RB,Jeremy McNichols
45355,2-Jun,246,2/19/95,Harvard,TE,Anthony Firkser
41393,3-Jun,220,9/13/90,Alabama,QB,AJ McCarron
38681,3-Jun,300,5/10/90,Washington,G,Senio Kelemete
35608,4-Jun,328,9/29/88,Texas Christian,T,Marshall Newhouse
37084,5-Jun,288,3/22/89,Wisconsin,DE,J.J. Watt
38578,Jun-00,208,3/19/90,Illinois,SS,Tavon Wilson
42458,11-May,208,5/13/92,Northwestern,FS,Ibraheim Campbell
43817,Jun-00,210,9/25/93,Appalachian State,FS,Doug Middleton
44987,5-Jun,253,5/1/94,Drake,TE,Eric Saubert
45153,Jun-00,195,9/8/94,Hawaii,P,Rigoberto Sanchez
45287,9-May,190,8/23/95,Valdosta State,CB,Kenny Moore
46265,Jun-00,190,7/20/96,Central Arkansas,CB,Tremon Smith
46290,Jun-00,229,12/12/95,Houston,OLB,Matthew Adams
46304,Jun-00,236,7/2/96,Syracuse,OLB,Zaire Franklin
46349,1-Jun,202,11/3/93,Central Arkansas,FS,George Odum
46707,1-Jun,209,6/20/96,Stanford,CB,Quenton Meeks
47947,4-Jun,230,6/1/95,Tarleton State,OLB,E.J. Speed
48034,1-Jun,232,11/2/95,Texas Tech,OLB,Dakota Allen
48118,1-Jun,215,5/15/97,Malone,WR,Ashton Dulin
48493,2-Jun,234,4/1/97,Duke,LB,Joe Giles-Harris
48505,11-May,198,7/11/95,Michigan,CB,Brandon Rusnak
48508,Jun-00,209,12/5/96,Wyoming,FS,Andrew Wingard
52548,1-Jun,235,10/28/97,Miami,MLB,Shaquille Quarterman
52614,4-Jun,250,4/2/97,Georgia Tech,TE,Tyler Davis
52621,1-Jun,226,6/28/96,Michigan,OLB,Jordan Glasgow
52631,Jun-00,176,NA,Memphis,CB,Chris Claybrooks
52737,11-May,193,8/2/96,Georgia Tech,RB,Nathan Cottrell
43296,7-Jun,300,3/17/94,Oregon,DT,DeForest Buckner
44957,4-Jun,315,10/20/93,"Albany State, Ga.",NT,Grover Stewart
46133,3-Jun,277,1/30/95,Ohio State,DE,Tyquan Lewis
46173,9-May,198,11/12/96,North Carolina State,RB,Nyheim Hines
46316,5-Jun,200,7/28/95,Mississippi State,P,Logan Cooke
46618,2-Jun,305,8/18/95,South Carolina,DT,Taylor Stallworth
52619,10-May,170,1/7/98,Massachusetts,CB,Isaiah Rodgers
52729,Jun-00,235,9/13/96,Baylor,LS,Ross Matiscik
41379,5-Jun,285,2/8/93,South Florida,OLB,Aaron Lynch
41387,2-Jun,292,11/23/91,Princeton,DT,Caraun Reid
42434,5-Jun,318,4/8/92,Florida,T,Chaz Green
42477,4-Jun,310,5/3/92,West Virginia,G,Mark Glowinski
43352,4-Jun,287,9/23/92,Georgia Tech,DE,Adam Gotsis
43873,2-Jun,238,12/2/92,William &amp; Mary,LS,Luke Rhodes
44792,5-Jun,267,9/19/93,Virginia Commonwealth,TE,Mo Alie-Cox
45555,1-Jun,194,4/20/93,Kentucky Wesleyan,WR,Keelan Cole
46075,5-Jun,330,3/19/96,Notre Dame,G,Quenton Nelson
46106,6-Jun,315,3/25/96,Auburn,T,Braden Smith
46504,3-Jun,300,1/13/94,Washington State,DT,Daniel Ekuale
52557,4-Jun,300,6/19/96,Ball State,G,Danny Pinter
52724,2-Jun,295,10/5/97,"Miami, O.",DT,Doug Costin
52751,1-Jun,191,1/29/97,Georgia,K,Rodrigo Blankenship
52493,1-Jun,204,8/24/98,Utah,FS,Julian Blackmon
48020,11-May,185,10/23/96,Georgia,WR,Terry Godwin
40641,6-Jun,262,5/5/90,Western Kentucky,TE,Jack Doyle
41448,Jun-00,204,7/28/90,Ohio,CB,T.J. Carrie
41548,2-Jun,238,10/29/91,Florida,TE,Trey Burton
44974,1-Jun,230,8/8/95,Northwestern,MLB,Anthony Walker
48318,Jun-00,225,10/2/96,Nebraska,RB,Devine Ozigbo
41939,6-Jun,325,10/25/91,Ohio State,G,Andrew Norwell
42031,5-Jun,285,7/15/90,Mississippi State,DE,Denico Autry
42410,3-Jun,325,10/3/91,South Carolina,G,A.J. Cann
43937,3-Jun,221,12/30/94,Southern Oregon,K,Aldrick Rosas
44846,6-Jun,320,10/9/95,Alabama,T,Cam Robinson
46198,6-Jun,303,1/4/96,North Carolina State,T,Will Richardson
46706,5-Jun,311,4/18/96,Miami,T,KC McDermott
47818,5-Jun,312,11/25/97,Florida,T,Jawaan Taylor
52734,4-Jun,336,9/25/97,Missouri,G,Tre'Vour Wallace-Simms
45102,2-Jun,214,12/18/94,Old Dominion,WR,Zach Pascal
52442,4-Jun,220,10/5/97,Southern California,WR,Michael Pittman
46105,2-Jun,230,7/27/95,South Carolina State,MLB,Darius Leonard
43645,2-Jun,210,2/9/94,Michigan,SS,Jarrod Wilson
43427,3-Jun,245,1/29/93,Princeton,TE,Seth DeValve
43680,10-May,192,3/10/93,Fresno State,FS,Charles Washington
43697,Jun-00,205,11/22/93,Arizona State,RB,D.J. Foster
43887,2-Jun,235,5/3/93,Florida State,ILB,Terrance Smith
44938,3-Jun,245,5/9/95,Eastern Washington,OLB,Samson Ebukam
45008,1-Jun,228,12/16/94,Boise State,ILB,Tanner Vallejo
45094,4-Jun,232,11/23/94,Oregon,TE,Johnny Mundt
45142,3-Jun,256,11/22/94,Washington,TE,Darrell Daniels
45785,6-Jun,220,3/15/95,Wisconsin-Platteville,TE,Dan Arnold
46229,1-Jun,253,4/24/95,Oklahoma,OLB,Ogbonnia Okoronkwo
46671,1-Jun,219,2/26/96,Vanderbilt,WR,Trent Sherfield
46674,2-Jun,214,6/9/96,Washington,ILB,Ezekiel Turner
47922,1-Jun,196,2/11/97,Alabama,SS,Deionte Thompson
47928,Jun-00,232,3/15/94,Utah,K,Matt Gay
47939,5-Jun,248,1/15/96,Oregon,ILB,Justin Hollins
48026,11-May,200,5/17/95,Penn State,FS,Nick Scott
48778,3-Jun,242,7/9/97,Georgia,OLB,Natrez Patrick
48784,10-May,180,1/27/96,Eastern Washington,WR,Nsimba Webster
52465,2-Jun,197,7/26/96,Florida,WR,Van Jefferson
52732,1-Jun,195,3/11/96,Georgia,DB,J.R. Reed
52826,Jun-00,202,9/30/97,Central Michigan,RB,Jonathan Ward
52980,11-May,188,7/19/98,Fresno State,DB,Juju Hughes
29141,1-Jun,185,8/11/82,Pittsburgh,P,Andy Lee
38897,5-Jun,232,7/5/90,San Diego State,LS,Aaron Brewer
43404,4-Jun,232,7/1/93,Minnesota,ILB,De'Vondre Campbell
44895,5-Jun,250,5/9/94,Youngstown State,DE,Derek Rivers
46456,9-May,187,3/15/93,Alabama-Birmingham,CB,Darious Williams
47862,11-May,196,2/6/98,Michigan,CB,David Long
29874,10-May,190,3/2/82,Ohio State,K,Mike Nugent
38755,5-Jun,310,4/8/89,North Carolina State,G,J.R. Sweezy
38779,3-Jun,308,6/8/89,Southern Methodist,T,Kelvin Beachum
39965,5-Jun,311,8/15/90,Syracuse,G,Justin Pugh
42367,5-Jun,307,12/28/93,Florida,T,D.J. Humphries
42476,4-Jun,309,11/9/91,Florida,G,Max Garcia
43335,4-Jun,330,3/21/95,Alabama,DT,A'Shawn Robinson
43648,5-Jun,315,4/19/93,Cincinnati,T,Justin Murray
43791,3-Jun,275,9/12/94,Colorado State-Pueblo,DE,Morgan Fox
44903,Jun-00,209,12/19/95,Boston College,FS,John Johnson
46166,5-Jun,292,3/28/96,Michigan,C,Mason Cole
46264,4-Jun,310,3/21/95,Rutgers,NT,Sebastian Joseph
47917,1-Jun,312,5/6/96,Washington,NT,Greg Gaines
48780,3-Jun,245,9/13/94,Delaware,ILB,Troy Reeder
52480,7-Jun,310,6/22/97,Houston,T,Josh Jones
43915,11-May,185,3/22/94,Oklahoma State,CB,Kevin Peterson
52416,3-Jun,225,7/26/98,Clemson,ILB,Isaiah Simmons
52544,5-Jun,245,3/27/97,Purdue,TE,Brycen Hopkins
52653,9-May,185,4/2/98,Louisiana-Lafayette,RB,Raymond Calais
52981,11-May,208,8/24/97,Southern Methodist,RB,Xavier Jones
37874,2-Jun,235,12/7/87,Ohio State,LS,Jake McQuaide
38547,2-Jun,190,10/26/89,Alabama,CB,Dre Kirkpatrick
38815,5-Jun,241,2/8/90,Oregon State,P,Johnny Hekker
47816,11-May,190,1/18/98,Washington,CB,Byron Murphy
37078,1-Jun,203,7/11/90,Louisiana State,CB,Patrick Peterson
42400,8-Jun,328,5/13/92,Wisconsin,T,Rob Havenstein
42401,3-Jun,260,3/13/91,Missouri,OLB,Markus Golden
42443,4-Jun,318,11/14/92,Auburn,DT,Angelo Blackson
43537,3-Jun,300,6/16/92,Iowa,C,Austin Blythe
46102,4-Jun,305,9/5/95,Nevada,G,Austin Corbett
46376,5-Jun,285,7/28/95,Washington,G,Coleman Shelton
47848,4-Jun,281,8/20/97,Boston College,DT,Zach Allen
47952,6-Jun,308,3/20/97,Wisconsin,G,David Edwards
52539,2-Jun,308,NA,Louisiana State,NT,Rashard Lawrence
52658,2-Jun,315,6/24/98,Clemson,T,Tremayne Anchrum
47845,9-May,190,11/18/96,Massachusetts,WR,Andy Isabella
39989,Jun-00,193,4/10/92,Southern California,WR,Robert Woods
40153,3-Jun,341,1/17/90,Oklahoma,DE,Stacy McGee
44825,1-Jun,235,9/22/94,Temple,OLB,Haason Reddick
44848,10-May,195,1/10/96,Washington,SS,Budda Baker
52522,5-Jun,335,8/23/98,Utah,DT,Leki Fotu
30937,3-Jun,325,11/27/84,Michigan State,NT,Domata Peko
37792,1-Jun,250,5/12/89,Central Michigan,FB,Nick Bellore
41256,11-May,193,7/18/91,Northern Illinois,FS,Jimmie Ward
41271,3-Jun,215,7/16/92,Vanderbilt,WR,Jordan Matthews
42579,3-Jun,239,1/19/90,Wyoming,OLB,Mark Nzeocha
43540,2-Jun,236,12/11/92,Oregon,ILB,Joe Walker
45281,4-Jun,245,11/18/93,Wyoming,TE,Jacob Hollister
45523,Jun-00,205,3/3/95,Brigham Young,SS,Kai Nacua
46189,4-Jun,267,7/8/96,Washington,TE,Will Dissly
46215,3-Jun,203,6/2/95,Oklahoma State,CB,Tre Flowers
46253,Jun-00,208,6/9/94,Florida,SS,Marcell Harris
46354,11-May,184,3/25/96,Tennessee,CB,Emmanuel Moseley
46711,3-Jun,200,12/24/95,Southern Illinois,CB,Ryan Neal
47871,2-Jun,237,11/13/96,Utah,MLB,Cody Barton
47893,2-Jun,220,3/2/92,Utah,P,Mitch Wishnowsky
47925,Jun-00,230,9/8/97,Washington,OLB,Ben Burr-Kirven
48117,2-Jun,209,9/4/96,Arizona,SS,Demetrius Flannigan-Fowles
48119,8-May,180,7/5/96,Georgia State,WR,Penny Hart
48322,8-May,202,8/17/96,Rice,RB,Austin Walter
52435,1-Jun,245,10/21/97,Texas Tech,OLB,Jordyn Brooks
52541,7-Jun,251,1/8/99,Stanford,TE,Colby Parkinson
52622,Jun-00,199,8/4/98,Florida,WR,Freddie Swain
52740,10-May,200,11/7/96,McKendree,WR,Matt Cole
40029,4-Jun,260,9/11/92,Texas A&amp;M,DE,Damontre Moore
41973,3-Jun,253,2/28/92,Harvard,LS,Tyler Ott
45900,Jun-00,200,11/1/94,Washington State,WR,River Cracraft
46210,Jun-00,229,7/20/95,Central Florida,OLB,Shaquem Griffin
46218,2-Jun,208,1/4/96,Texas,P,Michael Dickson
46392,Jun-00,193,3/21/95,Cincinnati,DB,Linden Stephens
47915,9-May,201,5/16/97,Oregon,FS,Ugochukwu Amadi
48268,2-Jun,228,8/4/97,Florida Atlantic,MLB,Azeez Al-Shaair
52598,5-Jun,245,10/16/97,Georgia,TE,Charlie Woerner
40078,1-Jun,240,4/23/91,Harvard,FB,Kyle Juszczyk
41358,2-Jun,200,12/1/91,North Carolina State,CB,Dontae Johnson
42416,1-Jun,210,4/16/93,Indiana,RB,Tevin Coleman
45026,4-Jun,248,7/8/94,Louisville,LS,Colin Holba
46211,9-May,188,11/11/96,Kansas State,FS,D.J. Reed
46331,5-Jun,240,1/26/95,San Diego,TE,Ross Dwelley
34986,8-Jun,310,5/4/87,Ohio State,G,Alex Boone
39949,6-Jun,275,3/5/90,Oregon,DE,Dion Jordan
41175,10-May,190,5/12/91,Marist,K,Jason Myers
41786,2-Jun,270,5/2/91,Texas Tech,DE,Kerry Hyder
42360,7-Jun,292,11/15/93,Oregon,DE,Arik Armstead
42364,5-Jun,310,4/25/92,Texas A&amp;M,T,Cedric Ogbuehi
44870,6-Jun,320,8/5/95,Louisiana State,C,Ethan Pocic
45011,Jun-00,321,1/19/95,Mississippi,DT,D.J. Jones
45346,4-Jun,339,7/15/94,Southern California,G,Jordan Simmons
45622,7-Jun,310,1/19/94,Southern California,T,Chad Wheeler
46197,2-Jun,287,5/8/96,North Carolina State,DE,Kentavius Street
52477,3-Jun,332,3/21/97,Louisiana State,G,Damien Lewis
41325,9-May,205,5/3/92,Georgia Southern,RB,Jerick McKinnon
37174,4-Jun,246,7/23/89,Mississippi State,OLB,K.J. Wright
38577,Jun-00,242,6/27/90,Utah State,MLB,Bobby Wagner
38625,5-Jun,310,8/6/86,Utah,G,Tony Bergstrom
38723,6-Jun,313,5/10/89,South Dakota,T,Tom Compton
42371,3-Jun,312,2/9/92,Duke,G,Laken Tomlinson
42543,9-May,197,1/22/93,Texas,FS,Quandre Diggs
43338,3-Jun,306,12/16/92,Alabama,DT,Jarran Reed
44902,Jun-00,198,7/20/95,Central Florida,CB,Shaquill Griffin
46078,8-Jun,315,1/12/95,Notre Dame,T,Mike McGlinchey
46148,4-Jun,279,5/15/97,Southern California,DE,Rasheem Green
46487,11-May,310,11/19/95,Texas,NT,Poona Ford
47590,2-Jun,205,7/31/96,Washington,K,Tristan Vizcaino
47812,2-Jun,291,9/12/95,Texas Christian,DE,L.J. Collier
47966,6-Jun,318,11/23/96,Vanderbilt,T,Justin Skule
52561,7-Jun,324,8/9/96,West Virginia,T,Colton McKivitz
40825,3-Jun,265,8/3/91,Idaho,DE,Benson Mayowa
45624,2-Jun,250,3/6/94,San Diego State,DE,Alex Barrett
47847,4-Jun,230,12/14/97,Mississippi,WR,DK Metcalf
40676,5-Jun,250,5/21/90,Idaho State,TE,Josh Hill
42511,Jun-00,240,2/1/92,Rutgers,FB,Michael Burton
43525,1-Jun,223,4/24/94,Washington,RB,Dwayne Washington
46825,Jun-00,200,8/13/95,Nebraska,CB,Chris Jones
48238,1-Jun,195,9/14/97,Fordham,CB,Dylan Mabin
46314,5-Jun,311,12/10/95,Louisiana State,C,Will Clapp
46468,2-Jun,252,9/18/95,Washington State,DT,Hercules Mata'afa
47831,4-Jun,315,8/27/97,Texas A&amp;M,C,Erik McCoy
52538,4-Jun,295,1/20/99,Baylor,DT,James Lynch
40005,10-May,205,9/1/91,South Carolina,FS,D.J. Swearinger
47888,11-May,208,12/20/97,Florida,SS,Chauncey Gardner-Johnson
52584,Jun-00,200,6/10/97,Miami,WR,K.J. Osborn
38553,6-Jun,305,12/1/88,Iowa,T,Riley Reiff
40023,5-Jun,304,7/23/91,Arkansas-Pine Bluff,T,Terron Armstead
53098,2-Jun,204,3/27/98,Tennessee,WR,Marquez Callaway
42421,Jun-00,196,6/1/93,Florida State,FS,P.J. Williams
44879,10-May,215,7/25/95,Tennessee,RB,Alvin Kamara
40130,9-May,195,4/28/89,Oregon,RB,Kenjon Barner
46797,5-Jun,239,11/12/94,Southern Arkansas,TE,Tanner Hudson
52569,2-Jun,205,8/25/98,Minnesota,WR,Tyler Johnson
47882,10-May,200,5/18/96,Kentucky,FS,Mike Edwards
47877,1-Jun,206,10/15/96,Auburn,CB,Jamel Dean
34777,3-Jun,310,1/3/86,Troy,NT,Steve McLendon
47788,Jun-00,237,2/17/98,Louisiana State,ILB,Devin White
35888,Jun-00,188,8/20/88,Belhaven,CB,Tramaine Brock
35441,4-Jun,313,1/6/87,Nebraska,DE,Ndamukong Suh
41915,2-Jun,250,11/17/92,Colorado State,OLB,Shaquil Barrett
45018,3-Jun,295,6/2/94,Arkansas,DT,Jeremiah Ledbetter
46164,2-Jun,200,8/16/96,Southern Mississippi,FS,Tarvarius Moore
46250,3-Jun,260,10/11/94,Utah,OLB,Kylie Fitts
47957,1-Jun,199,10/9/96,Fresno State,WR,KeeSean Johnson
47981,2-Jun,197,7/31/95,Virginia,CB,Tim Harris
48572,4-Jun,248,4/20/95,Duke,TE,Daniel Helm
44387,4-Jun,245,5/28/94,Michigan State,LS,Taybor Pepper
46116,11-May,200,11/18/96,Texas A&amp;M,WR,Christian Kirk
39941,10-May,207,2/26/90,Southern Methodist,FS,Chris Banjo
44885,4-Jun,270,5/2/95,Kansas State,DE,Jordan Willis
46139,3-Jun,236,11/19/96,Brigham Young,MLB,Fred Warner
47931,Jun-00,225,5/25/97,Arkansas,OLB,Dre Greenlaw
44878,2-Jun,195,3/21/95,Colorado,CB,Ahkello Witherspoon
30403,Jun-00,190,12/6/82,Penn State,K,Robbie Gould
42414,3-Jun,301,8/12/91,Oregon,C,Hroniss Grasu
42427,1-Jun,236,6/27/92,Texas,ILB,Jordan Hicks
52433,1-Jun,206,3/17/98,Arizona State,WR,Brandon Aiyuk
35443,5-Jun,320,7/19/88,Oklahoma,T,Trent Williams
43497,2-Jun,230,5/16/94,Eastern Illinois,ILB,Kamu Grugier-Hill
44045,8-May,207,10/15/93,Southern Mississippi,RB,Jalen Richard
47912,2-Jun,210,12/20/95,Houston,CB,Isaiah Johnson
48472,Jun-00,205,8/17/95,California,RB,Patrick Laird
52989,3-Jun,205,2/21/97,Nevada-Las Vegas,DB,Javin White
43475,7-May,169,10/30/92,Texas Tech,WR,Jakeem Grant
35618,8-Jun,302,6/24/87,Notre Dame,T,Sam Young
42587,8-Jun,380,4/13/93,Florida,T,Trenton Brown
42598,5-Jun,340,3/8/91,Mars Hill,G,Denzelle Good
46154,Jun-00,200,1/23/95,Tennessee,SS,Rashaan Gaulden
43503,Jun-00,238,4/22/94,Houston,ILB,Elandon Roberts
42351,3-Jun,246,7/8/92,Clemson,OLB,Vic Beasley
52743,1-Jun,329,11/27/97,Mississippi,DT,Benito Jones
46147,2-Jun,240,11/15/96,Texas,OLB,Malik Jefferson
46182,1-Jun,206,3/10/95,Penn State,WR,DaeSean Hamilton
46369,Jun-00,207,2/13/96,Florida State,SS,Trey Marshall
35462,5-Jun,314,3/21/89,Iowa,T,Bryan Bulaga
41464,2-Jun,290,8/11/91,Illinois State,DE,Shelby Harris
45003,5-Jun,315,11/15/94,Utah,T,Sam Tevi
40755,10-May,195,1/24/90,Central Michigan,FS,Jahleel Addae
42555,3-Jun,255,12/10/92,Miami,OLB,Anthony Chickillo
43384,6-Jun,310,8/19/92,Michigan,G,Graham Glasgow
43508,1-Jun,194,7/29/94,Arizona,FS,Will Parks
44240,1-Jun,192,12/14/92,Penn State,K,Sam Ficken
46641,2-Jun,225,10/29/96,Notre Dame,RB,Josh Adams
47969,10-May,210,9/17/97,Maryland,RB,Ty Johnson
52523,5-Jun,240,4/23/98,Florida Atlantic,TE,Harrison Bryant
36712,1-Jun,210,9/9/87,Rice,FS,Andrew Sendejo
46346,2-Jun,205,12/8/93,Nevada-Las Vegas,CB,Robert Jackson
47904,3-Jun,267,9/12/95,West Virginia,TE,Trevon Wesco
42952,5-Jun,310,6/5/92,Appalachian State,T,Kendall Lamm
47979,1-Jun,198,7/19/96,Rutgers,CB,Blessuan Austin
48029,3-Jun,307,7/8/97,Mississippi,C,Javon Patterson
52568,1-Jun,302,11/13/98,Washington,C,Nick Harris
41544,2-Jun,298,6/21/91,Oregon State,G,Josh Andrews
44882,3-Jun,303,7/6/94,Ohio State,G,Pat Elflein
46073,11-May,191,4/28/97,Ohio State,CB,Denzel Ward
44877,3-Jun,305,6/3/94,North Carolina-Charlotte,DT,Larry Ogunjobi
52496,4-Jun,315,11/23/97,Missouri,DT,Jordan Elliott
37317,Jun-00,225,7/5/89,Southern California,OLB,Malcolm Smith
43586,5-Jun,322,7/19/92,Western Kentucky,T,George Fant
31018,1-Jun,222,8/13/82,Nebraska,P,Sam Koch
35638,4-Jun,230,11/14/86,Alabama-Birmingham,QB,Joe Webb
41356,1-Jun,192,9/8/90,Lindenwood,CB,Pierre Desir
44828,Jun-00,197,7/8/96,Alabama,CB,Marlon Humphrey
41336,2-Jun,350,12/27/90,Louisiana Tech,NT,Justin Ellis
43332,4-Jun,314,5/8/94,Penn State,NT,Austin Johnson
46187,11-May,178,11/30/94,Alabama,CB,Anthony Averett
52436,1-Jun,227,8/13/99,Louisiana State,MLB,Patrick Queen
52498,3-Jun,259,5/25/97,Florida,OLB,Jonathan Greenard
41262,4-Jun,310,1/1/91,UCLA,G,Xavier Su'a-Filo
41619,3-Jun,316,7/6/92,Texas,C,Trey Hopkins
43045,4-Jun,330,8/7/91,West Virginia,G,Quinton Spain
46090,4-Jun,312,10/11/94,Ohio State,C,Billy Price
47835,4-Jun,259,4/16/96,Washington,TE,Drew Sample
47919,6-Jun,315,1/25/98,Ohio State,G,Michael Jordan
52588,5-Jun,300,12/8/97,Kansas,G,Hakeem Adeniji
38662,Jun-00,310,5/5/89,Iowa,DT,Mike Daniels
41843,7-Jun,315,3/11/91,Nebraska,T,Brent Qvale
43302,5-Jun,313,8/2/94,Mississippi,T,Laremy Tunsil
52549,10-May,181,5/15/96,Penn State,CB,John Reid
44929,2-Jun,265,6/29/95,Auburn,DE,Carl Lawson
46239,10-May,190,6/26/95,Western Michigan,CB,Darius Phillips
43339,4-Jun,300,4/29/93,Notre Dame,C,Nick Martin
48524,Jun-00,190,5/31/95,Coastal Carolina,CB,Anthony Chesley
37286,2-Jun,248,8/6/87,Central Florida,FB,Bruce Miller
43413,Jun-00,200,8/14/93,Miami,FS,Deon Bush
45719,10-May,205,5/4/94,Wisconsin,RB,Dare Ogunbowale
48707,11-May,215,6/15/96,Kutztown,RB,Craig Reynolds
46098,4-Jun,291,3/11/96,Florida,DT,Taven Bryan
29926,3-Jun,210,5/6/82,Tennessee,P,Dustin Colquitt
42516,4-Jun,245,1/14/92,Illinois State,TE,James O'Shaughnessy
44880,3-Jun,264,3/2/95,Illinois,DE,Dawuane Smoot
46077,Jun-00,230,4/8/97,Georgia,ILB,Roquan Smith
42419,3-Jun,205,10/25/92,Georgia,WR,Chris Conley
35534,7-Jun,265,11/24/86,Miami,TE,Jimmy Graham
41290,2-Jun,220,8/24/93,Penn State,WR,Allen Robinson
46120,11-May,199,10/9/94,Memphis,WR,Anthony Miller
47856,10-May,222,6/7/97,Iowa State,RB,David Montgomery
52581,11-May,172,10/29/97,Tulane,WR,Darnell Mooney
47997,8-May,200,2/12/97,Utah State,RB,Darwin Thompson
52685,10-May,190,10/31/98,Wyoming,CB,Tyler Hall
41502,2-Jun,208,3/5/90,Brigham Young,FS,Daniel Sorensen
42346,3-Jun,255,8/3/94,Florida,DE,Dante Fowler
43306,1-Jun,216,7/26/95,Florida,FS,Keanu Neal
52546,1-Jun,193,1/21/97,Louisiana Tech,CB,L'Jarius Sneed
40215,7-Jun,328,7/18/91,Boston College,T,John Wetzel
46144,1-Jun,310,5/9/96,Florida State,NT,Derrick Nnadi
52781,4-Jun,223,5/31/97,Marshall,LB,Omari Cobb
39947,7-Jun,315,1/5/91,Central Michigan,T,Eric Fisher
42565,3-Jun,300,11/27/91,South Florida,C,Austin Reiter
45695,6-Jun,309,8/19/94,Eastern Michigan,T,Andrew Wylie
45481,5-Jun,243,3/15/95,Texas A&amp;M,TE,Ricky Seals-Jones
46757,1-Jun,195,5/16/96,Middle Tennessee,CB,Charvarius Ward
43326,6-Jun,308,7/3/94,Mississippi State,DT,Chris Jones
47817,Jun-00,190,5/23/96,Temple,CB,Rock Ya-Sin
52750,9-May,175,7/12/98,Southern Mississippi,WR,DeMichael Harris
46238,1-Jun,217,7/18/94,Mississippi,RB,Jordan Wilkins
35446,11-May,195,4/14/89,Florida,CB,Joe Haden
37104,5-Jun,295,5/6/89,Ohio State,DT,Cameron Heyward
44842,4-Jun,252,10/11/94,Wisconsin,OLB,T.J. Watt
45093,5-Jun,300,3/4/94,Washington,G,Jake Eldrenkamp
46097,1-Jun,217,1/20/97,Virginia Tech,SS,Terrell Edmunds
52640,2-Jun,320,8/22/96,Nebraska,DT,Carlos Davis
41337,4-Jun,245,7/7/92,UCLA,DE,Cassius Marsh
47892,11-May,215,5/7/96,Michigan State,SS,Khari Willis
46121,5-Jun,248,7/11/95,Rutgers,DE,Kemoko Turay
46404,2-Jun,295,9/1/94,Alabama,C,J.C. Hassenauer
47872,1-Jun,234,7/29/96,Stanford,MLB,Bobby Okereke
47849,10-May,181,7/5/96,Toledo,WR,Diontae Johnson
45009,4-Jun,250,3/28/95,Miami,DE,Al-Quadin Muhammad
46694,2-Jun,194,5/7/94,Alabama,WR,Robert Foster
47956,1-Jun,240,7/30/96,North Carolina,ILB,Cole Holcomb
42424,3-Jun,315,8/12/93,Louisville,G,John Miller
46755,5-Jun,320,1/25/94,Grambling,T,Trenton Scott
